Num,First,Last,Pos
1,Emmanuel,Mudiay,PG
42,Lance,Thomas,PF
11,Frank,Ntilikina,PG
5,Dennis,Smith,PG
21,Damyean,Dotson,SG
4,Isaiah,Hicks,PF
20,Kevin,Knox,PF
8,Mario,Hezonja,SF
6,DeAndre,Jordan,C
2,Luke,Kornet,PF
26,Mitchell,Robinson,C
14,Allonzo,Trier,SG
32,Noah,Vonleh,PF
0,Kadeem,Allen,SG
30,John,Jenkins,SG
13,Henry,Ellenson,PF
3,Billy,Garrett,SG
