Num,First,Last,Pos
23,Jimmy,Butler,SF
33,Tobias,Harris,PF
25,Ben,Simmons,PG
51,Boban,Marjanovic,C
12,T.J.,McConnell,PG
30,Furkan,Korkmaz,SG
14,Jonathon,Simmons,SF
21,Joel,Embiid,C
8,Zhaire,Smith,SG
17,J.J.,Redick,SG
1,Mike,Scott,PF
11,James,Ennis,SF
5,Amir,Johnson,C
43,Jonah,Bolden,PF
18,Shake,Milton,SG
7,Haywood,Highsmith,SF
55,Greg,Monroe,C
