Num,First,Last,Pos
1,Reggie,Jackson,PG
30,Jon,Leuer,PF
14,Ish,Smith,PG
0,Andre,Drummond,C
7,Thon,Maker,PF
5,Luke,Kennard,SG
9,Langston,Galloway,SG
23,Blake,Griffin,PF
6,Bruce,Brown,SG
22,Glenn,Robinson,SF
81,Jose,Calderon,PG
19,Sviatoslav,Mykhailiuk,SF
27,Zaza,Pachulia,C
13,Khyri,Thomas,SG
24,Kalin,Lucas,PG
,Isaiah,Whitehead,G
20,Wayne,Ellington,SG
