Num,First,Last,Pos
11,Klay,Thompson,SG
23,Draymond,Green,PF
15,Damian,Jones,C
2,Jordan,Bell,C
30,Stephen,Curry,PG
9,Andre,Iguodala,SF
34,Shaun,Livingston,PG
4,Quinn,Cook,PG
10,Jacob,Evans,SG
0,DeMarcus,Cousins,C
35,Kevin,Durant,SF
5,Kevon,Looney,C
21,Jonas,Jerebko,PF
1,Damion,Lee,SG
32,Marcus,Derrickson,PF
28,Alfonzo,McKinnie,SF
12,Andrew,Bogut,C
