Num,First,Last,Pos
13,James,Harden,PG
1,Iman,Shumpert,SG
10,Eric,Gordon,SG
17,P.J.,Tucker,PF
3,Chris,Paul,PG
14,Gerald,Green,SG
,Trevon,Duval,G
55,Isaiah,Hartenstein,PF
15,Clint,Capela,C
6,Gary,Clark,PF
12,Vince,Edwards,SF
4,Danuel,House,SF
25,Austin,Rivers,SG
35,Kenneth,Faried,C
2,Chris,Chiozza,PG
,Michael,Frazier,G
