Num,First,Last,Pos
11,Kyrie,Irving,PG
13,Marcus,Morris,PF
12,Terry,Rozier,PG
42,Al,Horford,C
7,Jaylen,Brown,SG
0,Jayson,Tatum,SF
20,Gordon,Hayward,PF
37,Semi,Ojeleye,PF
30,Guerschon,Yabusele,PF
27,Daniel,Theis,C
9,Brad,Wanamaker,PG
44,Robert,Williams,C
46,Aron,Baynes,C
36,Marcus,Smart,SG
50,PJ,Dozier,SG
28,R.J.,Hunter,SG
,Jonathan,Gibson,G
