Num,First,Last,Pos
1,Justin,Anderson,SF
24,Kent,Bazemore,SG
12,Taurean,Prince,SF
95,DeAndre',Bembry,SG
18,Miles,Plumlee,C
20,John,Collins,PF
14,Dewayne,Dedmon,C
11,Trae,Young,PG
3,Kevin,Huerter,SG
6,Omari,Spellman,PF
10,Jaylen,Adams,PG
25,Alex,Len,C
22,Alex,Poythress,PF
15,Vince,Carter,SF
8,Isaac,Humphries,C
