Num,First,Last,Pos
12,T.J.,Warren,SF
1,Devin,Booker,SG
3,Kelly,Oubre,SF
21,Richaun,Holmes,C
16,Tyler,Johnson,PG
30,Troy,Daniels,SG
35,Dragan,Bender,PF
20,Josh,Jackson,SG
22,Deandre,Ayton,C
25,Mikal,Bridges,SF
8,George,King,SF
2,Elie,Okobo,PG
14,De'Anthony,Melton,PG
11,Jamal,Crawford,SG
26,Ray,Spalding,PF
32,Jimmer,Fredette,SG
