Num,First,Last,Pos
23,Anthony,Davis,C
3,Stanley,Johnson,SF
55,E'Twaun,Moore,SG
13,Cheick,Diallo,PF
44,Solomon,Hill,SF
11,Jrue,Holiday,SG
15,Frank,Jackson,PG
21,Darius,Miller,SF
4,Elfrid,Payton,PG
30,Julius,Randle,PF
2,Ian,Clark,SG
,Trevon,Bluiett,G
34,Kenrich,Williams,SF
8,Jahlil,Okafor,C
35,Christian,Wood,PF
9,Dairis,Bertans,SG
