Num,First,Last,Pos
42,Robin,Lopez,C
7,Timothe,Luwawu-Cabarrot,SF
,Denzel,Valentine,G
32,Kris,Dunn,PG
24,Lauri,Markkanen,PF
6,Cristiano,Felicio,C
22,Otto,Porter,SF
14,Wayne,Selden,SG
15,Chandler,Hutchison,SF
34,Wendell,Carter,C
8,Zach,LaVine,SG
9,Antonio,Blakeney,SG
51,Ryan,Arcidiacono,PG
20,Rawle,Alkins,SG
3,Shaquille,Harrison,PG
44,Brandon,Sampson,SG
25,Walt,Lemon,PG
