Num,First,Last,Pos
2,John,Wall,PG
8,Sam,Dekker,PF
5,Bobby,Portis,PF
28,Ian,Mahinmi,C
31,Tomas,Satoransky,PG
3,Bradley,Beal,SG
7,Devin,Robinson,SF
6,Troy,Brown,SF
1,Trevor,Ariza,SF
32,Jeff,Green,PF
21,Dwight,Howard,C
12,Jabari,Parker,PF
13,Thomas,Bryant,C
52,Jordan,McRae,SG
9,Chasson,Randle,PG
,Tarik,Phillip,G
