Num,First,Last,Pos
33,Marc,Gasol,C
2,Kawhi,Leonard,SF
14,Danny,Green,SG
24,Norman,Powell,SG
43,Pascal,Siakam,PF
3,OG,Anunoby,SF
7,Kyle,Lowry,PG
9,Serge,Ibaka,C
23,Fred,VanVleet,PG
25,Chris,Boucher,PF
8,Jordan,Loyd,PG
1,Patrick,McCaw,SG
13,Malcolm,Miller,SF
17,Jeremy,Lin,PG
20,Jodie,Meeks,SG
15,Eric,Moreland,PF
