Num,First,Last,Pos
4,Victor,Oladipo,SG
33,Myles,Turner,C
21,Thaddeus,Young,PF
6,Cory,Joseph,PG
11,Domantas,Sabonis,C
22,T.J.,Leaf,PF
44,Bojan,Bogdanovic,SF
2,Darren,Collison,PG
5,Edmond,Sumner,PG
3,Aaron,Holiday,PG
12,Tyreke,Evans,SG
20,Doug,McDermott,SF
10,Kyle,O'Quinn,C
24,Alize,Johnson,PF
32,Davon,Reed,SG
23,Wesley,Matthews,SG
