Num,First,Last,Pos
1,D'Angelo,Russell,PG
24,Rondae,Hollis-Jefferson,SF
9,DeMarre,Carroll,PF
33,Allen,Crabbe,SG
22,Caris,LeVert,SF
6,Jared,Dudley,PF
8,Spencer,Dinwiddie,PG
31,Jarrett,Allen,C
30,Dzanan,Musa,SG
00,Rodions,Kurucs,SF
13,Shabazz,Napier,PG
17,Ed,Davis,C
12,Joe,Harris,SG
21,Treveon,Graham,SG
10,Theo,Pinson,SG
15,Alan,Williams,PF
