Num,First,Last,Pos
14,Michael,Kidd-Gilchrist,PF
15,Kemba,Walker,PG
40,Cody,Zeller,C
3,Jeremy,Lamb,SG
44,Frank,Kaminsky,C
5,Nicolas,Batum,SF
8,Bismack,Biyombo,C
2,Marvin,Williams,PF
41,Willy,Hernangomez,C
1,Malik,Monk,SG
7,Dwayne,Bacon,SG
0,Miles,Bridges,SF
55,J.P.,Macura,SG
4,Devonte',Graham,PG
9,Tony,Parker,PG
6,Shelvin,Mack,PG
31,Joe,Chealey,PG
