Num,First,Last,Pos
27,Rudy,Gobert,C
3,Ricky,Rubio,PG
99,Jae,Crowder,SF
45,Donovan,Mitchell,SG
13,Tony,Bradley,C
26,Kyle,Korver,SG
22,Thabo,Sefolosha,SF
23,Royce,O'Neale,SF
33,Ekpe,Udoh,C
2,Joe,Ingles,PF
24,Grayson,Allen,SG
15,Derrick,Favors,C
11,Dante,Exum,PG
25,Raul,Neto,PG
31,Georges,Niang,PF
30,Naz,Mitrou-Long,SG
34,Tyler,Cavanaugh,PF
