Num,First,Last,Pos
,John,Henson,C-F
22,Larry,Nance,C
20,Brandon,Knight,PG
0,Kevin,Love,PF
13,Tristan,Thompson,C
8,Jordan,Clarkson,SG
18,Matthew,Dellavedova,PG
3,Marquese,Chriss,PF
5,J.R.,Smith,SG
41,Ante,Zizic,C
16,Cedi,Osman,SF
2,Collin,Sexton,PG
9,Channing,Frye,C
12,David,Nwaba,SG
4,Jaron,Blossomgame,SF
32,Deng,Adel,SF
1,Nik,Stauskas,SG
