Num,First,Last,Pos
6,Eric,Bledsoe,PG
34,Giannis,Antetokounmpo,PF
22,Khris,Middleton,SF
13,Malcolm,Brogdon,SG
5,D.J.,Wilson,PF
3,George,Hill,PG
23,Sterling,Brown,SG
21,Tony,Snell,SF
41,Nikola,Mirotic,PF
9,Donte,DiVincenzo,SG
77,Ersan,Ilyasova,PF
11,Brook,Lopez,C
24,Pat,Connaughton,SG
50,Bonzie,Colson,SF
17,Pau,Gasol,C
12,Tim,Frazier,PG
